LIDNUM,LAT,LONG,TIMEUNIT,NUMBER OF FIRST OCCURRENCES,NUMBER OF LAST OCCURRENCES,NUMBER OF OCCURRENCES,PROPORTION OF FIRST OCCURRENCES,PROPORTION OF LAST OCCURRENCES
27183,37.75722222222221,26.97694444444441,MN12,6.0,1.0,29.0,0.20689655172413793,0.034482758620689655
27182,37.75722222222221,26.97694444444441,MN12,5.0,2.0,21.0,0.23809523809523808,0.09523809523809523
20484,37.507,26.877,MN12,5.0,9.0,52.0,0.09615384615384616,0.17307692307692307
20482,37.507,26.877,MN11,2.0,1.0,4.0,0.5,0.25
20483,37.507,26.877,MN12,1.0,1.0,8.0,0.125,0.125
24881,37.7572,26.9769,MN13,0.0,14.0,17.0,0.0,0.8235294117647058
24880,37.7572,26.9769,MN12,1.0,2.0,8.0,0.125,0.25
24879,37.7572,26.9769,MN12,1.0,0.0,4.0,0.25,0.0
21719,43.267,0.95,MN7-8,0.0,0.0,1.0,0.0,0.0
24370,47.5,20.0,MN6,2.0,0.0,10.0,0.2,0.0
28219,41.732,-0.454,MN5,1.0,0.0,1.0,1.0,0.0
28218,41.732,-0.454,MN6,0.0,0.0,1.0,0.0,0.0
27516,41.9165,2.1862,old,12.0,12.0,12.0,1.0,1.0
24313,43.4667,11.0333,MQ18,3.0,0.0,3.0,1.0,0.0
28047,40.733333333333306,8.36666666666667,MQ18,3.0,4.0,4.0,0.75,1.0
21508,41.833,15.333,MN13,2.0,2.0,2.0,1.0,1.0
28054,43.01666666666669,11.033333333333301,MQ18,0.0,1.0,1.0,0.0,1.0
24690,40.4042,-3.7333333333333294,MN5,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
26694,40.404166666666704,-3.7333,MN5,0.0,0.0,3.0,0.0,0.0
27550,41.5222,0.3982,old,1.0,1.0,1.0,1.0,1.0
27551,41.5222,0.3982,old,1.0,1.0,1.0,1.0,1.0
21514,42.055,-0.5720000000000001,MN2,6.0,2.0,7.0,0.8571428571428571,0.2857142857142857
28062,44.633333333333304,7.25,MQ18,3.0,0.0,3.0,1.0,0.0
24945,41.1963254,-1.5106093,MN4,5.0,5.0,20.0,0.25,0.25
21319,41.55,1.97222222222222,MN10,0.0,1.0,4.0,0.0,0.25
24671,41.2,-1.5,MN4,3.0,4.0,19.0,0.15789473684210525,0.21052631578947367
21546,41.2,-1.5,MN4,3.0,4.0,16.0,0.1875,0.25
24672,41.2,-1.5,MN4,4.0,2.0,19.0,0.21052631578947367,0.10526315789473684
24666,41.2,-1.5,MN3,8.0,3.0,18.0,0.4444444444444444,0.16666666666666666
24667,41.2,-1.5,MN3,5.0,1.0,13.0,0.38461538461538464,0.07692307692307693
24673,41.2,-1.5,MN4,1.0,1.0,15.0,0.06666666666666667,0.06666666666666667
27026,34.889166666666696,135.184444444444,old,1.0,1.0,1.0,1.0,1.0
20017,48.6278,11.8044,MN5,10.0,10.0,57.0,0.17543859649122806,0.17543859649122806
23279,38.565,30.136,MN13,0.0,7.0,8.0,0.0,0.875
23281,38.433,30.256,MN16,0.0,0.0,1.0,0.0,0.0
27100,49.0,100.0,MN15,0.0,1.0,1.0,0.0,1.0
27674,22.275,107.51111111111099,MQ18,49.0,39.0,54.0,0.9074074074074074,0.7222222222222222
20002,43.9,-0.5,MN6,6.0,6.0,80.0,0.075,0.075
22348,41.44558945359393,1.9639348983764648,MN3,2.0,0.0,9.0,0.2222222222222222,0.0
27874,41.4471833,1.9759353,MN3,0.0,0.0,4.0,0.0,0.0
20026,41.4975,2.0458,MN4,9.0,3.0,22.0,0.4090909090909091,0.13636363636363635
20492,41.55,1.983,MN9,9.0,0.0,17.0,0.5294117647058824,0.0
20364,40.7792,0.5487,MN15,1.0,3.0,7.0,0.14285714285714285,0.42857142857142855
20045,41.525,2.0861,MN7-8,14.0,5.0,45.0,0.3111111111111111,0.1111111111111111
28609,41.43,2.08,MN7-8,8.0,1.0,19.0,0.42105263157894735,0.05263157894736842
28689,-51.1281,-69.1233,MN4,101.0,102.0,103.0,0.9805825242718447,0.9902912621359223
28037,41.0,12.0,MQ18,2.0,10.0,10.0,0.2,1.0
21516,39.7030559,3.1035507,MN5,4.0,4.0,4.0,1.0,1.0
27501,-9.452448455542411,-72.7126693725586,old,29.0,29.0,29.0,1.0,1.0
24729,41.55,2.1,MN9,5.0,5.0,27.0,0.18518518518518517,0.18518518518518517
21441,41.5,2.15,MN9,0.0,1.0,2.0,0.0,0.5
27535,42.53891577257121,-1.29913330078125,old,2.0,2.0,2.0,1.0,1.0
27532,41.7835681,1.8391293,old,4.0,4.0,4.0,1.0,1.0
23362,40.102,26.222,MN10,0.0,0.0,2.0,0.0,0.0
23591,37.331,27.794,MN7-8,2.0,5.0,10.0,0.2,0.5
23622,39.784,36.827,MN11,1.0,0.0,3.0,0.3333333333333333,0.0
20538,40.56,32.71,MN17,0.0,2.0,5.0,0.0,0.4
20723,40.127777777777794,-0.791666666666667,MN15,2.0,1.0,2.0,1.0,0.5
23550,38.482,28.053,MN16,1.0,0.0,1.0,1.0,0.0
23551,38.468,28.009,MN16,1.0,0.0,1.0,1.0,0.0
28086,47.4,84.95,MN6,3.0,3.0,5.0,0.6,0.6
21258,47.56,83.0,MN12,0.0,2.0,2.0,0.0,1.0
22945,48.0,66.0,MN6,1.0,1.0,1.0,1.0,1.0
24152,-7.1667,108.9667,MQ18,7.0,4.0,8.0,0.875,0.5
20807,42.95,77.5,MN11,0.0,1.0,3.0,0.0,0.3333333333333333
20809,42.95,77.5,MN16,0.0,0.0,2.0,0.0,0.0
21282,46.333,3.267,MN2,11.0,15.0,26.0,0.4230769230769231,0.5769230769230769
27426,47.45,0.317,MN3,17.0,12.0,26.0,0.6538461538461539,0.46153846153846156
27427,47.45,0.317,MN4,0.0,0.0,4.0,0.0,0.0
21465,47.45,0.317,MN5,10.0,7.0,42.0,0.23809523809523808,0.16666666666666666
23403,37.292,28.836,MN11,1.0,0.0,7.0,0.14285714285714285,0.0
26935,35.2291666666667,9.12916666666667,MN10,0.0,1.0,1.0,0.0,1.0
23144,48.5,11.333,MN3,1.0,0.0,1.0,1.0,0.0
27786,47.4555555555556,8.858611111111111,MN6,1.0,0.0,11.0,0.09090909090909091,0.0
21399,48.1289,9.2975,MN5,0.0,2.0,15.0,0.0,0.13333333333333333
21400,48.1289,9.2975,MN5,0.0,2.0,15.0,0.0,0.13333333333333333
21401,48.1288888888889,9.2975,MN5,0.0,0.0,11.0,0.0,0.0
24582,48.1778,13.6106,MN10,5.0,9.0,37.0,0.13513513513513514,0.24324324324324326
20194,47.3,15.9,MN7-8,1.0,0.0,1.0,1.0,0.0
21452,47.667,8.75,MN6,0.0,1.0,1.0,0.0,1.0
27787,47.4155555555556,8.898611111111109,MN6,1.0,0.0,14.0,0.07142857142857142,0.0
27875,48.71,10.1486111111111,MN3,0.0,0.0,1.0,0.0,0.0
24574,46.906388888888905,15.2475,MN4,1.0,0.0,1.0,1.0,0.0
21322,48.362,10.406,MN5,1.0,0.0,10.0,0.1,0.0
28679,52.1,11.0,MQ19,5.0,25.0,34.0,0.14705882352941177,0.7352941176470589
23094,47.0,15.5,MN9,0.0,0.0,1.0,0.0,0.0
20115,47.398333333333305,8.57388888888889,MN6,0.0,2.0,12.0,0.0,0.16666666666666666
23184,48.133,16.467,MN10,0.0,0.0,2.0,0.0,0.0
20430,47.4,15.1,MN5,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333
23276,38.447,30.292,MN10,0.0,0.0,1.0,0.0,0.0
20659,53.5,66.2,MN16,5.0,6.0,10.0,0.5,0.6
21362,47.267,1.55,MN2,15.0,5.0,20.0,0.75,0.25
24267,44.2117,10.5628,MN16,5.0,1.0,7.0,0.7142857142857143,0.14285714285714285
20881,47.00899999999999,39.044,MQ18,7.0,0.0,11.0,0.6363636363636364,0.0
20882,47.00899999999999,39.044,MQ18,3.0,0.0,6.0,0.5,0.0
20883,47.00899999999999,39.044,MQ18,5.0,1.0,10.0,0.5,0.1
21271,40.321,33.335,MN3,3.0,0.0,3.0,1.0,0.0
20712,43.55,6.24,MN17,2.0,9.0,33.0,0.06060606060606061,0.2727272727272727
26548,43.8333333333333,21.423611111111104,MN7-8,1.0,0.0,3.0,0.3333333333333333,0.0
27167,43.9488888888889,0.6508333333333329,MN4,9.0,1.0,21.0,0.42857142857142855,0.047619047619047616
21659,45.833,4.833,MN10,0.0,0.0,4.0,0.0,0.0
27935,12.289,-68.3624,MQ18,1.0,1.0,1.0,1.0,1.0
21000,43.6,10.8,MN12,0.0,1.0,2.0,0.0,0.5
27449,42.7666667,2.5333333,MN3,7.0,1.0,19.0,0.3684210526315789,0.05263157894736842
20861,40.183,22.0,MN11,0.0,0.0,1.0,0.0,0.0
21030,39.15,22.45,MN17,1.0,5.0,17.0,0.058823529411764705,0.29411764705882354
20734,43.25,3.43,MN15,2.0,4.0,10.0,0.2,0.4
21439,42.3567052,1.4596587,MN9,0.0,1.0,3.0,0.0,0.3333333333333333
20282,44.5,33.6,MN9,6.0,4.0,10.0,0.6,0.4
26519,71.5,54.0,MQ19,0.0,1.0,1.0,0.0,1.0
27439,44.1164201,4.284605,MN15,4.0,1.0,9.0,0.4444444444444444,0.1111111111111111
20819,39.1,66.9,MN16,0.0,0.0,1.0,0.0,0.0
24598,42.3328,112.871388888889,MN11,4.0,1.0,7.0,0.5714285714285714,0.14285714285714285
20759,50.104,106.192,MN16,10.0,12.0,25.0,0.4,0.48
24117,25.1167,99.15,MQ19,0.0,3.0,3.0,0.0,1.0
20623,32.0167,116.4917,MN5,14.0,17.0,21.0,0.6666666666666666,0.8095238095238095
24934,28.0,28.1667,MN9,8.0,13.0,14.0,0.5714285714285714,0.9285714285714286
20639,34.3,69.4083,MN10,1.0,1.0,2.0,0.5,0.5
22950,48.75,60.0,MN11,0.0,0.0,1.0,0.0,0.0
27126,37.9372222222222,139.363611111111,MN3,1.0,1.0,1.0,1.0,1.0
27055,40.0,49.0,MN15,1.0,1.0,1.0,1.0,1.0
27131,36.480555555555604,140.306111111111,MN3,1.0,1.0,1.0,1.0,1.0
22907,46.833,105.667,MN2,1.0,0.0,1.0,1.0,0.0
27125,38.305,141.041666666667,MN3,1.0,1.0,1.0,1.0,1.0
21155,46.8,30.9,MN15,0.0,0.0,1.0,0.0,0.0
23895,-3.583,33.7,MN13,6.0,0.0,6.0,1.0,0.0
23903,-3.885,33.701,MN14,0.0,0.0,1.0,0.0,0.0
23904,-3.886,33.703,MN14,0.0,1.0,5.0,0.0,0.2
23688,5.004,36.004,MN16,0.0,0.0,4.0,0.0,0.0
23687,5.004,36.004,MN16,10.0,11.0,38.0,0.2631578947368421,0.2894736842105263
23686,5.003,36.003,MN16,11.0,5.0,40.0,0.275,0.125
23685,5.003,36.003,MN17,1.0,5.0,28.0,0.03571428571428571,0.17857142857142858
23684,5.003,36.003,MN17,2.0,8.0,31.0,0.06451612903225806,0.25806451612903225
23683,5.003,36.00199999999999,MN17,5.0,7.0,37.0,0.13513513513513514,0.1891891891891892
23682,5.002,36.00199999999999,MN17,4.0,5.0,47.0,0.0851063829787234,0.10638297872340426
23681,5.002,36.00199999999999,MQ18,0.0,11.0,13.0,0.0,0.8461538461538461
23680,5.002,36.00199999999999,MQ18,0.0,5.0,6.0,0.0,0.8333333333333334
23679,5.001,36.001,MQ18,0.0,4.0,4.0,0.0,1.0
23678,5.0,36.0,MQ18,1.0,8.0,10.0,0.1,0.8
23030,24.1,52.433,MN13,0.0,6.0,11.0,0.0,0.5454545454545454
23158,48.333,20.667,MN6,0.0,0.0,1.0,0.0,0.0
28400,3.706006,36.34536,MN15,7.0,1.0,10.0,0.7,0.1
28401,3.709952,36.32322,MN15,3.0,0.0,5.0,0.6,0.0
28402,3.769303,36.34588,MN16,0.0,1.0,7.0,0.0,0.14285714285714285
28403,3.677891509465072,36.29196166992188,MN16,4.0,4.0,26.0,0.15384615384615385,0.15384615384615385
27386,43.7884505,21.0427581,MN4,4.0,1.0,8.0,0.5,0.125
27385,44.463094,20.456004,MN5,1.0,0.0,7.0,0.14285714285714285,0.0
27251,0.225,101.499722222222,MQ18,16.0,3.0,16.0,1.0,0.1875
28011,37.4780555555556,14.319166666666698,MQ18,1.0,1.0,1.0,1.0,1.0
27101,32.6383333333333,-6.71583333333333,old,1.0,1.0,1.0,1.0,1.0
23670,11.106989519283015,40.494232177734375,MN16,7.0,13.0,29.0,0.2413793103448276,0.4482758620689655
22631,34.5,7.5,MN11,2.0,2.0,2.0,1.0,1.0
24396,38.3,-1.1,MQ18,6.0,9.0,13.0,0.46153846153846156,0.6923076923076923
27878,40.9959344,-1.0847905,MN3,0.0,0.0,1.0,0.0,0.0
22641,35.533,-0.2,MN9,3.0,0.0,3.0,1.0,0.0
22642,35.533,-0.2,MN9,1.0,0.0,2.0,0.5,0.0
21453,47.55,8.25,MN6,0.0,0.0,1.0,0.0,0.0
24523,33.0,118.0,MN4,1.0,1.0,1.0,1.0,1.0
26462,33.1666666666667,118.333333333333,MN4,2.0,2.0,2.0,1.0,1.0
24524,33.25,118.2,MN4,13.0,9.0,13.0,1.0,0.6923076923076923
24525,33.3,118.25,MN4,18.0,14.0,18.0,1.0,0.7777777777777778
24593,33.45,109.1,MN4,2.0,1.0,2.0,1.0,0.5
24526,33.3333333333333,118.333333333333,MN4,10.0,8.0,10.0,1.0,0.8
24351,33.5,48.4167,MQ18,0.0,1.0,1.0,0.0,1.0
22942,41.0,23.0,MN13,7.0,4.0,16.0,0.4375,0.25
21444,41.583,-4.817,MN6,1.0,0.0,3.0,0.3333333333333333,0.0
21067,55.0,54.0,MN16,1.0,2.0,2.0,0.5,1.0
20106,44.0,0.3,MN7-8,0.0,4.0,16.0,0.0,0.25
20501,40.54,32.69,MN10,0.0,0.0,2.0,0.0,0.0
22895,40.52,32.65,MN9,0.0,0.0,1.0,0.0,0.0
20545,40.54,32.7,MN9,5.0,1.0,6.0,0.8333333333333334,0.16666666666666666
20641,40.55,32.71,MN9,1.0,0.0,2.0,0.5,0.0
20512,40.56,32.7,MN10,1.0,10.0,13.0,0.07692307692307693,0.7692307692307693
20519,40.56,32.64,MN11,1.0,1.0,4.0,0.25,0.25
20520,40.56,32.64,MN11,0.0,0.0,1.0,0.0,0.0
20522,40.55,32.64,MN11,1.0,1.0,5.0,0.2,0.2
20523,40.55,32.64,MN11,0.0,2.0,3.0,0.0,0.6666666666666666
21566,40.52,32.64,MN9,1.0,0.0,2.0,0.5,0.0
20504,40.55,32.69,MN9,6.0,4.0,9.0,0.6666666666666666,0.4444444444444444
20546,40.56,32.7,MN9,1.0,0.0,1.0,1.0,0.0
20525,40.56,32.7,MN9,1.0,1.0,1.0,1.0,1.0
20527,40.53,32.66,MN9,2.0,0.0,3.0,0.6666666666666666,0.0
20529,40.58,32.93,MN10,2.0,4.0,15.0,0.13333333333333333,0.26666666666666666
20530,40.56,32.7,MN9,3.0,0.0,3.0,1.0,0.0
20534,40.631,32.65,MN11,1.0,0.0,1.0,1.0,0.0
20535,40.56,32.7,MN9,0.0,3.0,5.0,0.0,0.6
20536,40.56,32.7,MN9,1.0,3.0,4.0,0.25,0.75
20507,40.544,32.7,MN10,0.0,1.0,2.0,0.0,0.5
20537,40.56,32.7,MN9,2.0,0.0,4.0,0.5,0.0
20557,39.917,33.25,MN13,0.0,1.0,1.0,0.0,1.0
20558,39.917,33.25,MN13,0.0,1.0,1.0,0.0,1.0
20575,40.55,32.69,MN10,0.0,1.0,1.0,0.0,1.0
20574,40.55,32.69,MN10,3.0,4.0,6.0,0.5,0.6666666666666666
20564,40.56,32.7,MN9,1.0,0.0,1.0,1.0,0.0
20508,40.54,32.7,MN9,5.0,5.0,12.0,0.4166666666666667,0.4166666666666667
20868,40.54,32.7,MN9,5.0,0.0,5.0,1.0,0.0
20542,40.55,32.71,MN9,4.0,0.0,4.0,1.0,0.0
20543,40.55,32.69,MN9,5.0,3.0,8.0,0.625,0.375
20567,40.42,32.54,MN10,0.0,0.0,1.0,0.0,0.0
21593,40.55,32.69,MN9,1.0,1.0,1.0,1.0,1.0
23878,1.033,30.0,MN5,1.0,2.0,6.0,0.16666666666666666,0.3333333333333333
27138,1.0833333333333302,30.0,MN14,1.0,1.0,1.0,1.0,1.0
27143,1.0833333333333302,30.0,MN14,0.0,0.0,2.0,0.0,0.0
27145,1.0833333333333302,30.0,MN14,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
27991,2.0975,116.085555555556,MQ18,0.0,1.0,2.0,0.0,0.5
28014,-18.189444444444398,46.4341666666667,MQ18,1.0,1.0,1.0,1.0,1.0
27581,47.011944444444396,28.3616666666667,MN9,1.0,1.0,1.0,1.0,1.0
23290,40.317,33.491,MN6,1.0,1.0,1.0,1.0,1.0
23264,29.217,25.667,MN3,3.0,1.0,3.0,1.0,0.3333333333333333
27061,33.0,72.0,MN5,1.0,1.0,1.0,1.0,1.0
26544,42.0086111111111,111.58055555555599,MN7-8,1.0,1.0,2.0,0.5,0.5
24466,41.8333333333333,111.5,MN11,1.0,0.0,1.0,1.0,0.0
26523,41.9166666666667,111.666666666667,MN13,0.0,1.0,1.0,0.0,1.0
21487,50.483,13.65,MN3,1.0,4.0,5.0,0.2,0.8
22088,47.0,25.0,MN17,0.0,1.0,5.0,0.0,0.2
24893,42.0833,23.0833,MN9,0.0,0.0,1.0,0.0,0.0
24457,45.6667,13.6667,MQ18,9.0,3.0,18.0,0.5,0.16666666666666666
22004,42.85,23.033,MN16,5.0,0.0,13.0,0.38461538461538464,0.0
28279,36.5333333,6.716666700000019,MN11,0.0,0.0,1.0,0.0,0.0
21960,54.3,27.0,MN16,0.0,0.0,1.0,0.0,0.0
21959,54.3,27.0,MQ18,0.0,0.0,1.0,0.0,0.0
28213,44.58277777777778,21.588611111111106,MN4,1.0,1.0,1.0,1.0,1.0
20093,45.1,5.5,MN10,9.0,13.0,57.0,0.15789473684210525,0.22807017543859648
23526,39.646,30.179,MN7-8,5.0,6.0,18.0,0.2777777777777778,0.3333333333333333
23341,37.74800000000001,27.358,MN3,3.0,0.0,3.0,1.0,0.0
21445,41.1694,-1.4377,MN7-8,3.0,1.0,17.0,0.17647058823529413,0.058823529411764705
20301,48.0,16.7,MN9,0.0,1.0,1.0,0.0,1.0
24327,40.4308333333333,-3.78861111111111,MN5,2.0,1.0,5.0,0.4,0.2
24328,40.4308333333333,-3.78861111111111,MN5,3.0,1.0,13.0,0.23076923076923078,0.07692307692307693
27963,25.588611111111106,83.7802777777778,MQ18,16.0,13.0,17.0,0.9411764705882353,0.7647058823529411
23735,0.0,35.25,MN3,1.0,1.0,2.0,0.5,0.5
23736,0.0,35.253,MN3,0.0,0.0,2.0,0.0,0.0
23737,0.00277777777777778,35.256,MN2,59.0,4.0,62.0,0.9516129032258065,0.06451612903225806
24528,36.96472222222221,103.290555555556,MN13,5.0,12.0,16.0,0.3125,0.75
24529,36.9602777777778,103.27944444444401,MN13,5.0,12.0,15.0,0.3333333333333333,0.8
24527,36.9594444444445,103.271666666667,MN13,5.0,5.0,6.0,0.8333333333333334,0.8333333333333334
20302,47.683,16.6,MN7-8,1.0,0.0,2.0,0.5,0.0
23166,47.683,16.6,MN10,0.0,0.0,1.0,0.0,0.0
20813,39.271,67.653,MN12,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333
21454,44.033,0.15,MN6,0.0,0.0,2.0,0.0,0.0
22880,44.033,0.15,MN6,0.0,0.0,1.0,0.0,0.0
22881,44.033,0.15,MN7-8,0.0,2.0,7.0,0.0,0.2857142857142857
21232,50.16,19.07,MN7-8,0.0,0.0,1.0,0.0,0.0
27647,44.6635724,0.28011290000000005,old,7.0,7.0,7.0,1.0,1.0
28404,3.141143,35.88213,MN15,11.0,2.0,13.0,0.8461538461538461,0.15384615384615385
28405,3.634,36.264,MN15,6.0,1.0,11.0,0.5454545454545454,0.09090909090909091
10955,33.056667,-112.046667,old,1.0,1.0,1.0,1.0,1.0
10964,32.621944,-110.525833,MN13,12.0,11.0,18.0,0.6666666666666666,0.6111111111111112
10965,35.77388900000001,-110.1375,MN9,1.0,0.0,1.0,1.0,0.0
10966,33.448457,-112.073844,MN13,6.0,10.0,14.0,0.42857142857142855,0.7142857142857143
10967,34.56167,-112.38278,MN15,11.0,6.0,13.0,0.8461538461538461,0.46153846153846156
10968,33.448457,-112.073844,MN15,4.0,4.0,10.0,0.4,0.4
10969,32.113609999999994,-109.92111,MN15,12.0,4.0,15.0,0.8,0.26666666666666666
10970,32.113609999999994,-109.92111,MN15,6.0,1.0,9.0,0.6666666666666666,0.1111111111111111
10971,33.448457,-112.073844,MN15,7.0,3.0,8.0,0.875,0.375
10972,32.113609999999994,-109.92111,MN17,3.0,13.0,19.0,0.15789473684210525,0.6842105263157895
10973,33.448457,-112.073844,MN17,2.0,8.0,11.0,0.18181818181818182,0.7272727272727273
10974,32.113609999999994,-109.92111,MN17,8.0,10.0,17.0,0.47058823529411764,0.5882352941176471
10975,33.448457,-112.073844,MN17,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
10976,33.101667,-109.268611,MN15,17.0,3.0,18.0,0.9444444444444444,0.16666666666666666
10978,33.448457,-112.073844,MN15,3.0,1.0,4.0,0.75,0.25
10979,31.537778000000007,-110.826389,MN15,3.0,1.0,4.0,0.75,0.25
10980,33.448457,-112.073844,MQ18,3.0,5.0,7.0,0.42857142857142855,0.7142857142857143
10981,33.448457,-112.073844,MN17,3.0,7.0,13.0,0.23076923076923078,0.5384615384615384
10982,33.448457,-112.073844,MN15,1.0,0.0,1.0,1.0,0.0
10983,33.448457,-112.073844,MN17,10.0,15.0,21.0,0.47619047619047616,0.7142857142857143
10984,33.448457,-112.073844,MN17,0.0,2.0,2.0,0.0,1.0
10985,33.448457,-112.073844,MN17,1.0,2.0,6.0,0.16666666666666666,0.3333333333333333
10987,33.448457,-112.073844,MN17,1.0,3.0,8.0,0.125,0.375
10989,39.739167,-104.984722,old,20.0,20.0,20.0,1.0,1.0
10990,39.739167,-104.984722,old,2.0,2.0,2.0,1.0,1.0
10991,39.739167,-104.984722,old,1.0,1.0,1.0,1.0,1.0
10992,39.739167,-104.984722,old,5.0,5.0,5.0,1.0,1.0
10993,39.739167,-104.984722,old,14.0,14.0,14.0,1.0,1.0
10994,39.739167,-104.984722,old,24.0,24.0,24.0,1.0,1.0
10995,39.739167,-104.984722,old,53.0,53.0,53.0,1.0,1.0
10996,39.739167,-104.984722,old,1.0,1.0,1.0,1.0,1.0
10997,36.25,-108.1666667,old,43.0,43.0,43.0,1.0,1.0
10998,36.25,-108.5,old,32.0,32.0,32.0,1.0,1.0
10999,36.25,-108.1666667,old,16.0,16.0,16.0,1.0,1.0
11000,36.6,-107.0,old,3.0,3.0,3.0,1.0,1.0
11001,36.66666667,-107.0,old,4.0,4.0,4.0,1.0,1.0
11002,36.41666667,-108.1666667,old,29.0,29.0,29.0,1.0,1.0
11003,36.66666667,-108.1666667,old,32.0,32.0,32.0,1.0,1.0
11004,36.25,-107.1666667,old,28.0,28.0,28.0,1.0,1.0
11005,36.053333,-106.069167,old,21.0,21.0,21.0,1.0,1.0
11006,36.25,-107.1666667,old,39.0,39.0,39.0,1.0,1.0
11007,36.08333333,-107.0,old,75.0,75.0,75.0,1.0,1.0
11008,35.33333333,-106.0833333,old,2.0,2.0,2.0,1.0,1.0
11009,35.25,-106.0833333,old,4.0,4.0,4.0,1.0,1.0
11011,34.33333333,-108.5833333,old,2.0,2.0,2.0,1.0,1.0
11012,34.061667,-106.899444,old,2.0,2.0,2.0,1.0,1.0
11013,36.41666667,-107.8333333,old,1.0,1.0,1.0,1.0,1.0
11014,36.41666667,-107.8333333,old,2.0,2.0,2.0,1.0,1.0
11015,33.14,-107.19,old,2.0,2.0,2.0,1.0,1.0
11016,36.207222,-106.318611,MN2,1.0,0.0,1.0,1.0,0.0
11017,35.66722199999999,-105.964444,old,2.0,1.0,2.0,1.0,0.5
11018,35.4575,-106.809444,MN3,5.0,6.0,8.0,0.625,0.75
11019,35.5,-106.75,MN3,5.0,2.0,7.0,0.7142857142857143,0.2857142857142857
11020,35.6,-106.75,MN3,6.0,4.0,8.0,0.75,0.5
11021,35.7,-106.75,MN4,1.0,1.0,4.0,0.25,0.25
11022,35.592778,-106.67,MN5,1.0,0.0,2.0,0.5,0.0
11023,35.458056,-106.7525,MN6,0.0,2.0,8.0,0.0,0.25
11024,35.428889,-106.620833,MN6,1.0,0.0,2.0,0.5,0.0
11025,35.458056,-106.765278,MN9,0.0,2.0,3.0,0.0,0.6666666666666666
11026,33.0,-108.0,MN2,1.0,1.0,1.0,1.0,1.0
11027,33.2175,-108.89,MN13,0.0,1.0,1.0,0.0,1.0
11028,32.5,-109.0,MN17,0.0,2.0,4.0,0.0,0.5
11029,35.66722199999999,-105.964444,MN17,0.0,0.0,1.0,0.0,0.0
11030,35.91666,-106.16666,MN4,4.0,0.0,8.0,0.5,0.0
11031,35.66722199999999,-105.964444,MN5,1.0,0.0,1.0,1.0,0.0
11032,35.978333,-105.988333,MN5,17.0,6.0,29.0,0.5862068965517241,0.20689655172413793
11033,36.146944,-106.243056,MN6,2.0,3.0,10.0,0.2,0.3
11034,35.82472199999999,-105.978611,MN6,21.0,13.0,42.0,0.5,0.30952380952380953
11035,35.66722199999999,-105.964444,MN6,2.0,1.0,2.0,1.0,0.5
11036,36.255,-106.146944,MN6,0.0,0.0,1.0,0.0,0.0
11037,36.078611,-106.08638899999998,MN6,5.0,0.0,14.0,0.35714285714285715,0.0
11038,36.390833,-106.044167,MN6,3.0,0.0,10.0,0.3,0.0
11039,35.89138900000001,-106.020833,MN7-8,1.0,2.0,17.0,0.058823529411764705,0.11764705882352941
11040,36.171667,-106.089167,MN9,0.0,3.0,6.0,0.0,0.5
11041,35.66722199999999,-105.964444,MN9,0.0,1.0,3.0,0.0,0.3333333333333333
11043,35.686944,-105.937778,MN7-8,0.0,0.0,1.0,0.0,0.0
11044,35.686944,-105.937778,MN10,0.0,2.0,3.0,0.0,0.6666666666666666
11045,35.279444,-106.971111,MN17,0.0,1.0,2.0,0.0,0.5
11047,34.795278,-106.6925,MN11,2.0,1.0,5.0,0.4,0.2
11048,35.955,-106.120833,MN9,7.0,15.0,30.0,0.23333333333333334,0.5
11049,35.91666,-106.16666,MN11,4.0,1.0,7.0,0.5714285714285714,0.14285714285714285
11050,36.114167,-105.978889,MN12,5.0,3.0,18.0,0.2777777777777778,0.16666666666666666
11051,35.992222,-106.047222,MN13,0.0,1.0,1.0,0.0,1.0
11052,35.66722199999999,-105.964444,MN13,3.0,1.0,3.0,1.0,0.3333333333333333
11053,35.66722199999999,-105.964444,MN15,5.0,1.0,5.0,1.0,0.2
11054,35.5,-106.41667,MN13,0.0,0.0,1.0,0.0,0.0
11055,35.66722199999999,-105.964444,MN17,1.0,4.0,8.0,0.125,0.5
11056,35.66722199999999,-105.964444,MN17,0.0,0.0,2.0,0.0,0.0
11057,35.66722199999999,-105.964444,MN12,0.0,0.0,1.0,0.0,0.0
11058,35.66722199999999,-105.964444,MN15,3.0,1.0,7.0,0.42857142857142855,0.14285714285714285
11059,33.08333,-107.25,MN15,3.0,1.0,5.0,0.6,0.2
11060,35.66722199999999,-105.964444,MN15,3.0,0.0,3.0,1.0,0.0
11061,35.66722199999999,-105.964444,MN15,4.0,1.0,5.0,0.8,0.2
11062,34.16667,-106.91667,MN17,0.0,1.0,3.0,0.0,0.3333333333333333
11063,35.66722199999999,-105.964444,MN17,0.0,1.0,4.0,0.0,0.25
11064,35.66722199999999,-105.964444,MQ18,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
11065,35.66722199999999,-105.964444,MN15,5.0,0.0,5.0,1.0,0.0
