,LONG,LAT,FIRST OCCURRENCES IN FOCAL AREA (t),LAST OCCURRENCES IN FOCAL AREA (t),OCCURRENCES IN FOCAL AREA (t),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t),HYP1,HYP2,HYP3,LOP0,LOP1,LOP2,OCCURRENCES IN FOCAL AREA (t-1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t-1),OCCURRENCES IN FOCAL AREA (t+1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t+1),PROPORTION OF FIRST OCCURRENCES IN FOCAL AREA (t),PROPORTION OF LAST OCCURRENCES IN FOCAL AREA (t),MEAN HYP,MEAN LOP,MAT,MAP,NPP,EXPECTED PROPORTION OF FIRST OCCURRENCES,EXPECTED PROPORTION OF LAST OCCURRENCES,OCCURRENCES WITHOUT SPECIATION,OCCURRENCES WITHOUT EXTINCTION
44620,26.69999999999987,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.1126922574335072,2.0,,,,,,,,0.3657022986197591,0.3452321973130346,0.0,0.0
44625,27.19999999999986,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.1919224828689816,2.0,,,,,,,,0.3657022986197591,0.34520341809341737,0.0,0.0
44630,27.69999999999986,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3025371308900793,3.0,,,,,,,,0.3657022986197591,0.3451632408391012,0.0,0.0
44635,28.19999999999986,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3897961806915675,3.0,,,,,,,,0.3657022986197591,0.3451315483236778,0.0,0.0
44640,28.69999999999986,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.444568049846649,3.0,,,,,,,,0.3657022986197591,0.34511165586600945,0.0,0.0
44645,29.19999999999986,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.4658979748805947,3.0,,,,,,,,0.3657022986197591,0.34510390925080875,0.0,0.0
44650,29.699999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.4561016441400358,3.0,,,,,,,,0.3657022986197591,0.3451074670779765,0.0,0.0
44655,30.199999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.4193251249159229,3.0,,,,,,,,0.3657022986197591,0.34512082371317304,0.0,0.0
44660,30.699999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3598269505230594,3.0,,,,,,,,0.3657022986197591,0.34514243300270137,0.0,0.0
44665,31.199999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.281037705936824,3.0,,,,,,,,0.3657022986197591,0.34517104964859235,0.0,0.0
44670,31.699999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.1854090733891671,3.0,,,,,,,,0.3657022986197591,0.3452057839512759,0.0,0.0
44675,32.199999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.074656564382517,3.0,,,,,,,,0.3657022986197591,0.3452460136247173,0.0,0.0
44680,32.699999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9500917767967648,3.0,,,,,,,,0.3657022986197591,0.345291263109589,0.0,0.0
44685,33.199999999999854,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.8128938582115857,3.0,,,,,,,,0.3657022986197591,0.3453411049571254,0.0,0.0
44690,33.69999999999984,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6642647457055055,3.0,,,,,,,,0.3657022986197591,0.34539510341339963,0.0,0.0
44695,34.19999999999984,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5054701860431807,3.0,,,,,,,,0.3657022986197591,0.3454527994856084,0.0,0.0
44700,34.69999999999984,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.33780387869505885,3.0,,,,,,,,0.3657022986197591,0.3455137239387084,0.0,0.0
44705,35.199999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2588387957148561,1.0,,,,,,,,0.3657022986197591,0.3455424190245119,0.0,0.0
44710,35.699999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.21597085950727127,1.0,,,,,,,,0.3657022986197591,0.3455579972555505,0.0,0.0
44715,36.199999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.16864073927291134,1.0,,,,,,,,0.3657022986197591,0.3455751974316841,0.0,0.0
44720,36.699999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.11756797306674435,1.0,,,,,,,,0.3657022986197591,0.34559375817104243,0.0,0.0
44725,37.199999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.06336657150848009,1.0,,,,,,,,0.3657022986197591,0.34561345642590674,0.0,0.0
44730,37.699999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.006550583050267164,1.0,,,,,,,,0.3657022986197591,0.3456341054610564,0.0,0.0
44735,38.199999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44740,38.699999999999825,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44745,39.19999999999982,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44750,39.69999999999982,49.50000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44755,-1.700000000000033,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,26.87580274119893,75.0,,,,,,,,0.3657022986197591,0.3359348392456478,0.0,0.0
44760,0.09999999999996056,49.60000000000021,0.20166444159411004,0.0,0.7058255455793851,7.0,0,0,0,0,0,0,0,0,39.244446883392506,183.0,0.2857142857142857,0.0,,,,,,0.3657342123176239,0.331422297704678,0.5041611039852751,0.7058255455793851
44765,0.5999999999999588,49.60000000000021,0.27986490440578315,0.0,0.9795271654202412,7.0,0,0,0,0,0,0,0,0,42.451789230916965,183.0,0.2857142857142857,0.0,,,,,,0.3657465879744501,0.3302451896468452,0.6996622610144578,0.9795271654202408
44770,1.099999999999957,49.60000000000021,0.3482362380590557,0.0,1.2188268332066952,7.0,0,0,0,0,0,0,0,0,44.761883533199644,224.0,0.2857142857142857,0.0,,,,,,0.3657574082623441,0.32939314003844783,0.8705905951476394,1.218826833206695
44775,1.5999999999999552,49.60000000000021,0.4055104895363279,0.0,1.4192867133771476,7.0,0,0,0,0,0,0,0,0,51.35103331730391,281.0,0.2857142857142857,0.0,,,,,,0.3657664724561798,0.3270321997208667,1.0137762238408197,1.4192867133771476
44780,2.099999999999953,49.60000000000021,0.4504541385215,0.0,1.57658948482525,7.0,0,0,0,0,0,0,0,0,60.18786648520058,356.0,0.2857142857142857,0.0,,,,,,0.3657735852817332,0.32389417086523764,1.12613534630375,1.5765894848252502
44785,2.599999999999952,49.60000000000021,0.481969633841539,0.0,1.6868937184453865,7.0,0,0,0,0,0,0,0,0,68.49676613706045,358.0,0.2857142857142857,0.0,,,,,,0.3657785729895625,0.32096286914475297,1.2049240846038476,1.6868937184453867
44790,3.09999999999995,49.60000000000021,0.4992094398016216,0.0,1.7472330393056756,7.0,0,0,0,0,0,0,0,0,75.27979149098775,360.0,0.2857142857142857,0.0,,,,,,0.3657813014092866,0.3185841333282537,1.2480235995040538,1.7472330393056752
44795,3.599999999999948,49.60000000000021,0.8811542310917184,0.2588319122356025,2.8500400486873967,29.0,0,0,0,0,0,0,0,0,83.63497210919769,450.0,0.3091725786441281,0.09081693864435668,,,,,,0.36583116958654016,0.3155346461456695,1.9688858175956767,2.591208136451793
44800,4.099999999999946,49.60000000000021,1.4297516781494526,0.6082447686574177,4.346163424823266,29.0,0,0,0,0,0,0,0,0,94.52912590008918,399.0,0.3289686876437677,0.13994981532065873,,,,,,0.3658988278585424,0.3115748056092395,2.916411746673813,3.737918656165848
44805,4.5999999999999455,49.60000000000021,2.1318764350585218,1.0695854634760371,6.1812365710724855,36.0,0,0,0,0,0,0,0,0,106.28247166679424,400.0,0.3448948136098645,0.1730374579872223,,,,,,0.3659818214745322,0.3073053281840134,4.049360136013964,5.11165110759645
44810,5.0999999999999455,49.60000000000021,2.8585458583007406,1.5563506222763257,8.05448339107484,36.0,0,0,0,0,0,0,0,0,116.34340301130266,401.0,0.35490120464687913,0.19322786412359053,,,,,,0.3660665497527727,0.303638525544231,5.1959375327740975,6.498132768798515
44815,5.599999999999942,49.60000000000021,3.565186463079788,2.038110926178358,9.862152720059663,36.0,0,0,0,0,0,0,0,0,124.96195970425616,385.0,0.3615018509932605,0.2066598423316677,,,,,,0.36614831977200396,0.30049170080225723,6.296966256979879,7.8240417938813085
44820,6.0999999999999375,49.60000000000021,4.250522581586673,2.513177196392837,11.601327162538695,36.0,0,0,0,0,0,0,0,0,131.85176735470372,385.0,0.3663824424598452,0.21662842200571844,,,,,,0.3662269987018161,0.2979528542040054,7.350804580952022,9.08814996614586
44825,6.5999999999999375,49.60000000000021,4.912188171063906,2.979079029438148,13.266015330150047,36.0,0,0,0,0,0,0,0,0,136.8367249003193,385.0,0.37028361936985227,0.2245647208523505,,,,,,0.3663023146135698,0.2960731871861816,8.353827159086144,10.286936300711902
44830,7.0999999999999375,49.60000000000021,5.545946347627053,3.4321061578152823,14.844897982817328,36.0,0,0,0,0,0,0,0,0,139.99548914397892,377.0,0.3735927558442218,0.2311976924184913,,,,,,0.3663737544429385,0.2948207600317165,9.298951635190267,11.412791825002039
44835,7.599999999999932,49.60000000000021,6.144456982917989,3.8665502230392437,16.31787163464701,36.0,0,0,0,0,0,0,0,0,141.76138169203438,355.0,0.3765476969356553,0.2369518715191735,,,,,,0.3664404074973272,0.2940489206470928,10.173414651728999,12.451321411607747
44840,8.09999999999993,49.60000000000021,6.741337476022579,4.2734970996568284,17.811815142977096,29.0,0,0,0,0,0,0,0,0,142.62940246171783,286.0,0.3784756029584429,0.2399248513053313,,,,,,0.3665080146735452,0.2935748072468273,11.070477666954513,13.538318043320265
44845,8.59999999999993,49.60000000000021,7.328626860058224,4.63914762220171,19.314408417348254,29.0,0,0,0,0,0,0,0,0,142.9765093384073,256.0,0.3794383292358895,0.2401910284777252,,,,,,0.3665760185897933,0.2932735385061283,11.985781557290034,14.675260795146544
44850,9.09999999999993,49.60000000000021,7.821438046026473,4.943393895993784,20.55420134845892,29.0,0,0,0,0,0,0,0,0,141.06050706385474,256.0,0.3805274607088005,0.2405052773487801,,,,,,0.3666321327688927,0.2937588015358449,12.732763302432447,15.610807452465133
44855,9.599999999999927,49.60000000000021,8.177666538194602,5.161235578799845,21.421452423815435,29.0,0,0,0,0,0,0,0,0,136.59636339802273,256.0,0.38175126393871545,0.2409377047217307,,,,,,0.3666713875079023,0.2951417503177671,13.24378588562083,16.260216845015588
44860,10.099999999999923,49.60000000000021,8.356718027746307,5.269761860857337,21.816245696793324,29.0,0,0,0,0,0,0,0,0,129.5717760558224,255.0,0.3830502343936578,0.24155218703059986,,,,,,0.3666892577829096,0.2974462947307657,13.459527669047002,16.546483835935973
44865,10.599999999999923,49.60000000000021,8.332677424678774,5.253865510576286,21.682400325958138,29.0,0,0,0,0,0,0,0,0,120.03452935202671,255.0,0.3843060408170264,0.24231014240090226,,,,,,0.3666831992455225,0.3006756217372593,13.349722901279366,16.428534815381852
44870,11.099999999999923,49.60000000000021,8.089122704314843,5.101026500863118,20.9920960172513,29.0,0,0,0,0,0,0,0,0,108.13024816196187,255.0,0.3853413540823749,0.24299748327518586,,,,,,0.3666519531526259,0.3048003793893416,12.902973312936457,15.891069516388185
44875,11.59999999999992,49.60000000000021,7.641532846249968,4.818362407544888,19.792979220207233,29.0,0,0,0,0,0,0,0,0,94.70679344804924,228.0,0.3860728979318335,0.2434379561529413,,,,,,0.3665976787199144,0.30954296460942066,12.151446373957267,14.974616812662351
44880,12.099999999999914,49.60000000000021,7.0595101118834425,4.4496593798040704,18.257058937533557,29.0,0,0,0,0,0,0,0,0,82.98608895775192,191.0,0.3866729102446085,0.24372268255410465,,,,,,0.3665281648295436,0.31377976735037244,11.197548825650122,13.807399557729493
44885,12.599999999999914,49.60000000000021,6.4034623744632855,4.0335996164099175,16.532282191200565,29.0,0,0,0,0,0,0,0,0,71.49029265699457,173.0,0.3873308173914172,0.2439832304917244,,,,,,0.366450110146351,0.3179938699893055,10.128819816737284,12.498682574790651
44890,13.099999999999914,49.60000000000021,5.705003968375786,3.5903864839101267,14.697212341188981,29.0,0,0,0,0,0,0,0,0,60.67358062608992,167.0,0.3881691191456421,0.2442903048932661,,,,,,0.36636707184977774,0.32201405764620705,8.992208372813193,11.106825857278853
44895,13.599999999999913,49.60000000000021,4.9801706419553815,3.130239064890638,12.792497733946785,29.0,0,0,0,0,0,0,0,0,49.645232094226415,167.0,0.3893040081406279,0.24469334527096195,,,,,,0.3662808904708874,0.3261446280248589,7.812327091991402,9.662258669056145
44900,14.099999999999907,49.60000000000021,4.237818704442833,2.6588019892915424,10.84099146543436,29.0,0,0,0,0,0,0,0,0,38.46503211781158,165.0,0.3909069311561384,0.2452545044213826,,,,,,0.3661926008146569,0.33036251662555394,6.6031727609915265,8.182189476142817
44905,14.599999999999907,49.60000000000021,3.4832472507132763,2.179460326706038,8.85656354784019,29.0,0,0,0,0,0,0,0,0,28.89174180933557,123.0,0.39329557473369225,0.24608419675795504,,,,,,0.3661028309395704,0.3340375620691324,5.373316297126914,6.6771032211341526
44910,15.099999999999907,49.60000000000021,2.7198287690935183,1.694375338727342,6.848139650321118,29.0,0,0,0,0,0,0,0,0,20.522043130846885,113.0,0.3971631578754358,0.24742125967712866,,,,,,0.3660119850220845,0.337303605398312,4.128310881227598,5.153764311593776
44915,15.599999999999905,49.60000000000021,1.949814470072846,1.2049946656202701,4.821729754065124,29.0,0,0,0,0,0,0,0,0,13.77338399531592,96.0,0.4043807035076963,0.2499092083301347,,,,,,0.3659203352121895,0.34000287167442794,2.871915283992277,3.6167350884448535
44920,16.099999999999902,49.60000000000021,1.1747654476018083,0.7123254891686277,2.7815302032733844,29.0,0,0,0,0,0,0,0,0,7.0524551961163935,96.0,0.4223450265682216,0.25609122932777884,,,,,,0.3658280715344697,0.3427043810868982,1.6067647556715767,2.0692047141047576
44925,16.599999999999902,49.60000000000021,0.5337556853583716,0.3558371235722477,1.245429932502867,7.0,0,0,0,0,0,0,0,0,1.0373090830679126,21.0,0.42857142857142855,0.2857142857142857,,,,,,0.36575861116913777,0.34509184332163,0.7116742471444955,0.8895928089306193
44930,17.099999999999902,49.60000000000021,0.3183303112924648,0.21222020752830986,0.7427707263490845,7.0,0,0,0,0,0,0,0,0,0.5891119430817694,6.0,0.4285714285714286,0.2857142857142857,,,,,,0.3657358828157599,0.3453223439887223,0.4244404150566197,0.5305505188207746
44935,17.5999999999999,49.60000000000021,0.10254745715074648,0.06836497143383098,0.23927740001840844,7.0,0,0,0,0,0,0,0,0,0.17617269782130868,2.0,0.4285714285714286,0.2857142857142857,,,,,,0.3657131173460692,0.3455402171050697,0.13672994286766196,0.17091242858457745
44940,18.09999999999989,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.07964091524518915,1.0,,,,,,,,0.3657022986197591,0.3456075418337002,0.0,0.0
44945,18.59999999999989,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.00783672400759542,1.0,,,,,,,,0.3657022986197591,0.34563363802334396,0.0,0.0
44950,19.09999999999989,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44955,19.59999999999989,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44960,20.099999999999884,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44965,20.599999999999884,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44970,21.099999999999884,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44975,21.59999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44980,22.09999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
44985,22.59999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.10761229950683196,2.0,,,,,,,,0.3657022986197591,0.345597376292284,0.0,0.0
44990,23.09999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2413366413193419,2.0,,,,,,,,0.3657022986197591,0.3455487792767765,0.0,0.0
44995,23.59999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.3727938353675174,2.0,,,,,,,,0.3657022986197591,0.3455010093138529,0.0,0.0
45000,24.09999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5013807399097651,2.0,,,,,,,,0.3657022986197591,0.3454542853962441,0.0,0.0
45005,24.59999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6262847842083806,2.0,,,,,,,,0.3657022986197591,0.3454089025564194,0.0,0.0
45010,25.09999999999988,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7463984725367436,2.0,,,,,,,,0.3657022986197591,0.3453652629086457,0.0,0.0
45015,25.599999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.8602003801545681,2.0,,,,,,,,0.3657022986197591,0.3453239188572087,0.0,0.0
45020,26.099999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9655995065693621,2.0,,,,,,,,0.3657022986197591,0.3452856296089445,0.0,0.0
45025,26.599999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0597605179950105,2.0,,,,,,,,0.3657022986197591,0.3452514246245533,0.0,0.0
45030,27.099999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.1389838039436528,2.0,,,,,,,,0.3657022986197591,0.3452226471678749,0.0,0.0
45035,27.599999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.2257108579771028,3.0,,,,,,,,0.3657022986197591,0.34519114530577344,0.0,0.0
45040,28.099999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.315945496552812,3.0,,,,,,,,0.3657022986197591,0.3451583708268155,0.0,0.0
45045,28.599999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3758484111891398,3.0,,,,,,,,0.3657022986197591,0.3451366140657065,0.0,0.0
45050,29.099999999999863,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.4039570629887357,3.0,,,,,,,,0.3657022986197591,0.3451264052164017,0.0,0.0
45055,29.599999999999852,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.4016503535041407,3.0,,,,,,,,0.3657022986197591,0.345127242990425,0.0,0.0
45060,30.099999999999852,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3722379169393288,3.0,,,,,,,,0.3657022986197591,0.34513792538020593,0.0,0.0
45065,30.599999999999852,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3195403160373136,3.0,,,,,,,,0.3657022986197591,0.3451570651687339,0.0,0.0
45070,31.099999999999852,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.2469054144954541,3.0,,,,,,,,0.3657022986197591,0.34518344701508274,0.0,0.0
45075,31.599999999999852,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.1568884245269944,3.0,,,,,,,,0.3657022986197591,0.3452161435623925,0.0,0.0
45080,32.099999999999845,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0513550347009442,3.0,,,,,,,,0.3657022986197591,0.345254477940251,0.0,0.0
45085,32.599999999999845,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9317360171679742,3.0,,,,,,,,0.3657022986197591,0.34529793127158115,0.0,0.0
45090,33.099999999999845,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7992705754784967,3.0,,,,,,,,0.3657022986197591,0.34534605426715953,0.0,0.0
45095,33.59999999999984,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6551662742514139,3.0,,,,,,,,0.3657022986197591,0.34539840910943176,0.0,0.0
45100,34.09999999999984,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5006617682256811,3.0,,,,,,,,0.3657022986197591,0.3454545466367429,0.0,0.0
45105,34.59999999999984,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.3370151422585819,3.0,,,,,,,,0.3657022986197591,0.3455140105517233,0.0,0.0
45110,35.09999999999984,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2480239056327189,1.0,,,,,,,,0.3657022986197591,0.34554634913011,0.0,0.0
45115,35.599999999999845,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.20721535556385606,1.0,,,,,,,,0.3657022986197591,0.3455611790511507,0.0,0.0
45120,36.09999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.16178760924529945,1.0,,,,,,,,0.3657022986197591,0.3455776879520529,0.0,0.0
45125,36.59999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.1124514267805264,1.0,,,,,,,,0.3657022986197591,0.3455956176396623,0.0,0.0
45130,37.09999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0598238132970697,1.0,,,,,,,,0.3657022986197591,0.3456147439784781,0.0,0.0
45135,37.59999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.004428648392887907,1.0,,,,,,,,0.3657022986197591,0.3456348766620005,0.0,0.0
45140,38.09999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
45145,38.59999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
45150,39.09999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
45155,39.59999999999983,49.60000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
45160,-1.9000000000000323,49.70000000000021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,24.7589044886548,75.0,,,,,,,,0.3657022986197591,0.33669412600824045,0.0,0.0
45165,0.3999999999999595,49.70000000000021,0.2119447418174036,0.0,0.7418065963609126,7.0,0,0,0,0,0,0,0,0,37.71953744950916,183.0,0.2857142857142857,0.0,,,,,,0.3657358392220128,0.331960737156922,0.529861854543509,0.7418065963609126
45170,0.8999999999999577,49.70000000000021,0.28265989895028426,0.0,0.9893096463259948,7.0,0,0,0,0,0,0,0,0,40.22450715487774,183.0,0.2857142857142857,0.0,,,,,,0.3657470303011152,0.3310360154115051,0.7066497473757106,0.9893096463259948
45175,1.3999999999999562,49.70000000000021,0.3429262264156919,0.0,1.2002417924549216,7.0,0,0,0,0,0,0,0,0,44.87315324606756,280.0,0.2857142857142857,0.0,,,,,,0.36575656790742544,0.3293560908831976,0.8573155660392296,1.2002417924549216
45180,1.8999999999999544,49.70000000000021,0.3915661135987401,0.0,1.37048139759559,7.0,0,0,0,0,0,0,0,0,51.92075332698429,338.0,0.2857142857142857,0.0,,,,,,0.36576426561759706,0.32683714412464715,0.97891528399685,1.3704813975955898
45185,2.3999999999999524,49.70000000000021,0.4274981935723779,0.0,1.4962436775033223,7.0,0,0,0,0,0,0,0,0,60.45481099208291,342.0,0.2857142857142857,0.0,,,,,,0.3657699522442677,0.3238107233845799,1.0687454839309447,1.4962436775033228
45190,2.8999999999999506,49.70000000000021,0.4498369791492171,0.0,1.57442942702226,7.0,0,0,0,0,0,0,0,0,67.75122794014119,358.0,0.2857142857142857,0.0,,,,,,0.3657734876090949,0.3212386424190349,1.124592447873043,1.57442942702226
45195,3.399999999999949,49.70000000000021,0.5708632334456731,0.09131058941020727,1.961572739122816,29.0,0,0,0,0,0,0,0,0,73.86025614526014,425.0,0.29102322950356363,0.04654968311347961,,,,,,0.36579099347838345,0.31905179012957674,1.3907095056771424,1.8702621497126084
45200,3.899999999999947,49.70000000000021,1.1226104586868664,0.4388539008952549,3.470905636367988,29.0,0,0,0,0,0,0,0,0,84.63097340870827,399.0,0.3234344509179985,0.12643786575381485,,,,,,0.3658592459686032,0.3151092362224169,2.348295177681121,3.0320517354727325
45205,4.399999999999945,49.70000000000021,1.7346872867107432,0.8360465566166979,5.1019502709594216,36.0,0,0,0,0,0,0,0,0,96.98221867575316,400.0,0.34000474222272953,0.1638680332451534,,,,,,0.3659330083566722,0.31063345530437003,3.3672629842486788,4.265903714342721
45210,4.899999999999944,49.70000000000021,2.4635069649808177,1.3201175800585307,6.986312706834041,36.0,0,0,0,0,0,0,0,0,107.90565634754064,384.0,0.3526190521891476,0.1889576999276293,,,,,,0.3660182346216554,0.3066483673660164,4.5228057418532215,5.666195126775509
45215,5.399999999999942,49.70000000000021,3.171899787562922,1.7990326587288583,8.804019170625526,36.0,0,0,0,0,0,0,0,0,117.26664886313604,385.0,0.3602786098133358,0.2043422014267419,,,,,,0.3661004541077224,0.3032305517305391,5.632119383062602,7.004986511896668
45220,5.899999999999943,49.70000000000021,3.8585151422153534,2.271158874878449,10.551896261506338,36.0,0,0,0,0,0,0,0,0,124.9348878579768,385.0,0.3656703067003552,0.21523703594051727,,,,,,0.3661795223914322,0.3004144618106822,6.693381119290983,8.280737386627887
45225,6.399999999999938,49.70000000000021,4.521065427667664,2.7341620769563995,12.22418289860556,36.0,0,0,0,0,0,0,0,0,130.77333815469808,385.0,0.3698460228522425,0.2236682892946809,,,,,,0.3662551779575714,0.2982377959757053,7.703117470937897,9.490020821649157
